成交记录ID,户型,小区名称,建筑面积,成交价,挂牌价,单价,成交周期,成交日期,朝向,装修,电梯,楼层,建筑类型
101105854766,2室1厅,38街坊小区,66.21,62,65,9304,88,2019.12.22,南北,简装,,高楼层(共6层),暂无数据
101106419649,2室1厅,千户社区,63.86,71,73,11119,20,2019.12.22,南北,简装,,低楼层(共7层),板塔结合
101105047703,5室3厅,曲江紫汀苑,519.92,1385,1500,26639,179,2019.12.22,南北,毛坯,,高楼层(共24层),板楼
101106476118,3室2厅,智慧新城,116.99,162,165,13831,13,2019.12.22,南北,精装,,中楼层(共31层),板塔结合
101105421717,1室0厅,华城泊郡,43.38,56,58,12910,136,2019.12.22,西,简装,,高楼层(共25层),板塔结合
101105100109,1室1厅,荣德棕榈湾,51,70,73,13726,175,2019.12.22,南,精装,,中楼层(共30层),塔楼
101105819559,1室1厅,宏途星城,43.68,41,44,9387,91,2019.12.22,东,简装,,高楼层(共32层),塔楼
101105387704,2室2厅,颖园小区,95,96,103,10106,140,2019.12.22,南,精装,,低楼层(共6层),板塔结合
101105388916,4室2厅,曲江6号,196,449,460,22909,140,2019.12.22,南北,毛坯,,低楼层(共18层),板楼
101106337550,2室2厅,都市印象,93,255,258,27366,30,2019.12.22,西南,精装,,中楼层(共31层),塔楼
101106194074,2室1厅,颐馨湿地壹號,92,80,92,8696,48,2019.12.22,南,毛坯,,低楼层(共24层),板塔结合
101105302054,2室2厅,西瑞北国之春,89.57,95,100,10607,151,2019.12.22,南北,精装,,中楼层(共12层),板塔结合
101105930258,3室2厅,逸翠园三期逸翠尚府南区,184.5,302,330,16369,77,2019.12.22,南北,精装,,低楼层(共31层),板楼
101105891388,3室2厅,信合小区（长安区）,114.98,94,95,8132,83,2019.12.22,南,简装,,中楼层(共7层),板楼
101106273215,3室2厅,盛世长安,55.5,65,65,11712,38,2019.12.22,南北,精装,,高楼层(共18层),板塔结合
101105933837,3室2厅,华润二十四城,108,158,155,14630,76,2019.12.22,南北,精装,,高楼层(共33层),板塔结合
101105940786,3室2厅,曲江汉华城,85.25,152,158,17772,75,2019.12.22,南北,精装,,中楼层(共27层),板塔结合
101106297720,2室2厅,长青园,92.78,101,105,10886,35,2019.12.22,南北,精装,,中楼层(共6层),板楼
101106438582,2室2厅,三迪枫丹,84.2,125,126,14810,17,2019.12.22,南,精装,,中楼层(共26层),板塔结合
101104178688,3室2厅,仕嘉公寓A区（绿地世纪城）,134.69,254,265,18821,295,2019.12.22,南北,精装,,中楼层(共30层),板塔结合
101105711575,2室1厅,桐树湾,89,100,102,11236,103,2019.12.22,西北,精装,,高楼层(共30层),塔楼
101106432076,3室1厅,融创天朗融公馆,95.5,139,145,14503,18,2019.12.22,南北,精装,,中楼层(共33层),板塔结合
101103287838,3室2厅,龙湖香醍国际社区,124,185,190,14920,474,2019.12.22,南北,简装,,低楼层(共31层),板塔结合
101106196948,1室1厅,浐灞半岛A10区,68.44,90,92,13151,47,2019.12.22,南,精装,,高楼层(共18层),板塔结合
101105308275,2室2厅,东方罗马花园,54.53,73,74,13296,149,2019.12.22,东,精装,,高楼层(共27层),板塔结合
101106435924,3室1厅,金辉天鹅湾,89.85,143,146,15916,17,2019.12.22,东南,精装,,低楼层(共33层),板塔结合
101106125216,2室2厅,上东大道,89.51,120,121,13407,56,2019.12.22,东南,精装,,中楼层(共32层),板塔结合
101104035051,2室2厅,融尚中央住区,78.28,137,142,17502,326,2019.12.22,东,精装,,中楼层(共34层),塔楼
101105659740,2室1厅,八府庄小区,62.01,50,52,7983,109,2019.12.22,南,简装,,高楼层(共7层),板楼
101105899302,2室1厅,圣合家园,65,76,77,11631,81,2019.12.22,南北,精装,,高楼层(共7层),板楼
101105789948,2室2厅,灞业大境,83.61,103,103,12320,94,2019.12.22,南,简装,,高楼层(共34层),板塔结合
101106269806,2室2厅,古迹岭小区,75.86,67,68,8767,38,2019.12.22,东,简装,,中楼层(共7层),暂无数据
101104884997,1室1厅,枫林绿洲,45.95,147,150,31992,199,2019.12.22,东,精装,,高楼层(共28层),板塔结合
101105848766,2室1厅,博雅苑小区,67.63,73,74,10765,87,2019.12.22,南北,精装,,高楼层(共6层),板塔结合
101106455807,3室2厅,万科城一期,85,154,160,18118,15,2019.12.22,南北,精装,,中楼层(共34层),板塔结合
101105629965,1室0厅,城东小筑,46.7,48,52,10279,112,2019.12.21,北,简装,,低楼层(共130层),塔楼
101104456826,2室1厅,新福兴纽约城,88,124,125,14035,258,2019.12.21,东南,毛坯,,低楼层(共32层),板塔结合
101106160659,2室2厅,融创天朗融公馆,71.71,120,122,16735,51,2019.12.21,南,精装,,中楼层(共33层),板塔结合
101105574058,3室2厅,陕西省总工会家属院(雁塔),93.7,218,222,23266,118,2019.12.21,南,精装,,中楼层(共5层),板楼
101105754975,1室1厅,龙城铭园一期,49.18,73,74,14844,97,2019.12.21,北,精装,,低楼层(共26层),塔楼
101105329495,2室2厅,锦绣天下一期,103,126,130,12195,146,2019.12.21,东南,毛坯,,高楼层(共9层),板楼
101106276359,2室1厅,东方罗马花园,43.9,82,85,18679,37,2019.12.21,南北,精装,,低楼层(共16层),板塔结合
101105991632,1室0厅,云顶园,38.02,61,62.5,16045,70,2019.12.21,北,精装,,中楼层(共26层),塔楼
101106457912,2室2厅,华宇陶苑居,88.59,80,83,8974,15,2019.12.21,西南,简装,,中楼层(共18层),板塔结合
101105120313,3室2厅,水岸东方1期,126.15,136,142,10742,172,2019.12.21,南,精装,,中楼层(共25层),塔楼
101105777447,3室2厅,保利金香槟,99.53,148,150,14870,95,2019.12.21,南北,精装,,低楼层(共32层),板塔结合
101105994553,2室2厅,群星汇,87.49,140,141,16002,70,2019.12.21,南北,精装,,中楼层(共33层),板塔结合
101103486440,1室1厅,海璟蓝寓,52.62,55,56,10358,439,2019.12.21,北,精装,,中楼层(共29层),塔楼
101106299595,3室2厅,旭景名园,122.14,164,170,13428,34,2019.12.21,南,简装,,低楼层(共12层),板塔结合
101106076121,2室1厅,紫薇锦程,91.96,109,110,11799,61,2019.12.21,东南西北,简装,,中楼层(共33层),板塔结合
101105640297,3室2厅,金霖小区,146,130,130,8870,111,2019.12.21,南北,毛坯,,中楼层(共30层),板塔结合
101105049263,1室1厅,旭景崇盛园,55,72,75,13091,178,2019.12.21,北,其他,,中楼层(共33层),板塔结合
101106513453,2室2厅,新西蓝一期,72.48,109,115,15039,7,2019.12.21,西南,精装,,高楼层(共25层),板塔结合
101105680006,3室2厅,凤栖福泽苑,116.75,97,100,8249,106,2019.12.21,南北,简装,,中楼层(共7层),板楼
101105844176,3室2厅,金辉世界城,93.01,142,143,15192,87,2019.12.21,东南,毛坯,,低楼层(共34层),板塔结合
101103990624,2室1厅,翰林新苑,84.42,99,106,11728,339,2019.12.21,东北,简装,,低楼层(共33层),板塔结合
101106590642,3室2厅,茗景城,122.97,148,150,11971,1,2019.12.21,南北,其他,,低楼层(共18层),板塔结合
101106247192,2室1厅,建秦苑小区,64.87,55,62,8479,41,2019.12.21,南北,简装,,中楼层(共7层),板楼
101105828015,2室2厅,徐家湾西航东苑社区,66.67,70,72,10470,89,2019.12.21,南北,简装,,中楼层(共6层),暂无数据
101105406253,2室1厅,阳光城翡丽曲江,80,116,125,14438,137,2019.12.21,南,简装,,高楼层(共31层),板塔结合
101106114638,2室1厅,西纺四村小区,63.39,54,55,8519,56,2019.12.21,南北,精装,,低楼层(共6层),板塔结合
101106450624,2室1厅,天宝国际壹号小区,84.65,107,110,12617,15,2019.12.21,东南,精装,,高楼层(共34层),板塔结合
101105348970,1室1厅,仕嘉公寓A区（绿地世纪城）,62.83,119,122,18909,143,2019.12.21,南,精装,,高楼层(共30层),板塔结合
101106507093,1室0厅,中海紫御华府,42.31,97,98,22879,7,2019.12.20,南,精装,,高楼层(共31层),板塔结合
101105943978,2室2厅,中天雅苑,96.7,127,127,13051,74,2019.12.20,西南,精装,,低楼层(共32层),板塔结合
101106229412,2室2厅,福邸铭门,98.74,130,133,13166,42,2019.12.20,东南,简装,,高楼层(共26层),板塔结合
101106351972,2室1厅,西北电力设计小区,71.55,85,85.5,11880,27,2019.12.20,南北,精装,,中楼层(共7层),板楼
101106006852,2室1厅,小悉尼新都,80.79,117,125,14482,67,2019.12.20,东南东北,简装,,高楼层(共28层),板塔结合
101105889997,2室2厅,唐韵三坊,80,81,83.5,10125,82,2019.12.20,北,毛坯,,低楼层(共33层),板塔结合
101106578984,2室1厅,早慈巷小区,53.11,40,43,7438,2,2019.12.20,南,其他,,高楼层(共7层),板塔结合
101104737473,2室1厅,绿地香树花城,71.97,97,99,13478,218,2019.12.20,东,简装,,高楼层(共32层),板塔结合
101106247180,3室2厅,东尚小区1期,117.77,140,150,11888,40,2019.12.20,南北,简装,,高楼层(共32层),板塔结合
101106482111,2室1厅,长安开发住宅五区,67.5,55,59,8149,10,2019.12.20,西北,简装,,中楼层(共5层),暂无数据
101104216972,2室2厅,馨鑫嘉园,114,111,116,9693,289,2019.12.20,西北,简装,,高楼层(共26层),塔楼
101106443163,2室2厅,复地优尚国际一期,74.15,116,119,15577,15,2019.12.20,西南,精装,,低楼层(共27层),板塔结合
101106085056,3室2厅,曲江美好时光,105.3,136,145,12916,59,2019.12.20,南,毛坯,,低楼层(共29层),板塔结合
101106238468,1室1厅,天地时代广场,54.7,52,53.5,9507,41,2019.12.20,南,精装,,高楼层(共30层),塔楼
101106506694,3室1厅,西北电力设计小区,74.63,82,85,10988,7,2019.12.20,北南,简装,,中楼层(共6层),板楼
101106081231,2室1厅,吉源美郡,86.99,100,99,11496,59,2019.12.20,南北,精装,,高楼层(共7层),板楼
101106339865,3室2厅,万科金域华府三期,88.93,213,230,23873,28,2019.12.20,南北,精装,,中楼层(共29层),板楼
101106463570,2室1厅,浐灞半岛A6区,87,106,106,12184,13,2019.12.20,东南南,精装,,中楼层(共18层),板塔结合
101106320625,3室2厅,逸翠园一期,133.27,338,340,25363,30,2019.12.20,南,精装,,低楼层(共18层),板楼
101104794107,3室2厅,浐灞半岛A4区,120,145,153,12084,210,2019.12.20,南北,毛坯,,低楼层(共16层),板塔结合
101106300461,2室2厅,中海凯旋门,83,165,155,19880,33,2019.12.20,南,精装,,低楼层(共18层),板塔结合
101106488507,2室1厅,榕青无界,65.16,83,86,12738,9,2019.12.20,东,简装,,中楼层(共28层),塔楼
101106412369,2室1厅,香樟园,88,108,112,12216,19,2019.12.20,西南,精装,,高楼层(共26层),板塔结合
101105865914,2室1厅,罗马嘉园,45.19,90,91.5,19916,84,2019.12.20,南北,精装,,中楼层(共16层),板塔结合
101106571895,3室1厅,融锦尚都,87.58,114,114,13017,2,2019.12.20,南,其他,,中楼层(共15层),板楼
101106195379,2室1厅,颐馨花园,96.86,120,122,12369,46,2019.12.20,南北,精装,,中楼层(共22层),塔楼
101106295584,3室2厅,万科城市之光蜜柚,86,144,146,16745,33,2019.12.20,南北,精装,,高楼层(共33层),塔楼
101105037573,2室2厅,富力城北区,105.85,188,190,17761,178,2019.12.20,南北,精装,,低楼层(共11层),板塔结合
101104347413,2室2厅,兴隆园二区,92.98,117,119,12562,271,2019.12.20,南,简装,,高楼层(共18层),板楼
101104197046,1室1厅,翠屏湾1期,58,73,75,12518,291,2019.12.20,北,精装,,中楼层(共18层),塔楼
101105988541,3室2厅,浩林方里,118.12,177,183,14985,69,2019.12.20,南北,精装,,高楼层(共33层),板塔结合
101104352922,1室0厅,MINI国度,30.97,40,42,12884,269,2019.12.19,北,精装,,低楼层(共19层),塔楼
101103450490,2室2厅,仕嘉公寓A区（绿地世纪城）,89.08,177,183,19870,444,2019.12.19,南北,精装,,低楼层(共18层),板楼
101105772709,1室1厅,逸翠园二期i都会,66,67,85,10152,93,2019.12.19,南,精装,,中楼层(共26层),塔楼
101105772668,1室1厅,逸翠园二期i都会,65,68,85,10385,93,2019.12.19,南,精装,,中楼层(共26层),塔楼
101106194255,3室2厅,西安航天城A区,110,154,156,13991,45,2019.12.19,南北,毛坯,,高楼层(共30层),板塔结合
101106496537,3室2厅,浐灞半岛A4区,113.54,155,160,13652,7,2019.12.19,南北,精装,,低楼层(共11层),板塔结合
101106166422,4室1厅,金桥太阳岛,125.21,135,140,10782,48,2019.12.19,南北,精装,,高楼层(共6层),板楼
101103512865,2室1厅,海璟国际,101.95,111,111,10839,433,2019.12.19,西北,精装,,中楼层(共32层),板塔结合
101104890322,3室2厅,汇通太古城·青都新界,129.58,167,170,12857,196,2019.12.19,西南,简装,,低楼层(共30层),板塔结合
101106217235,4室2厅,枫林九溪,133.63,145,155,10851,42,2019.12.19,南北,精装,,低楼层(共32层),板楼
101105654210,3室1厅,友泰小区,86.7,95,96,10877,106,2019.12.19,南北,简装,,高楼层(共6层),板塔结合
101106300564,2室2厅,鸿基新城,77.67,107,108,13712,32,2019.12.19,南,精装,,低楼层(共18层),板塔结合
101106261672,3室1厅,富力白鹭湾,103,125,132,12136,36,2019.12.19,南北,精装,,中楼层(共33层),板塔结合
101105965214,3室1厅,碧桂园嘉誉,96,144,149,14980,70,2019.12.19,南,精装,,中楼层(共33层),板塔结合
101106383436,3室2厅,仕嘉公寓B区（绿地世纪城）,128.37,257,262,20021,21,2019.12.19,南北,简装,,高楼层(共18层),板楼
101106478049,1室0厅,灞业大境,37.23,48,53,12893,9,2019.12.19,北,简装,,低楼层(共34层),板塔结合
101106498155,1室1厅,上东大道,49.51,67,70,13533,6,2019.12.19,北,精装,,高楼层(共33层),板塔结合
101104636366,1室1厅,台北湾,54,65,70,12038,230,2019.12.19,北,简装,,高楼层(共33层),板塔结合
101105344711,3室2厅,蔚蓝花城,131,153,156,11642,142,2019.12.19,南北,精装,,高楼层(共6层),板楼
101105779258,2室2厅,新世纪大厦,85.7,94,100,10969,92,2019.12.19,东北,精装,,中楼层(共25层),塔楼
101105867872,2室1厅,恒大绿洲,81.5,116,119.9,14234,82,2019.12.19,南,精装,,高楼层(共18层),板塔结合
101106106687,3室2厅,保利曲江春天里,97.59,158,163,16191,55,2019.12.19,南北,毛坯,,中楼层(共33层),板塔结合
101106325779,2室2厅,市一中家属院,76,80,85,10527,28,2019.12.19,南北,精装,,中楼层(共6层),板楼
101105076855,2室2厅,高科绿水东城三期,93,117,120,12581,173,2019.12.19,南,精装,,中楼层(共33层),板塔结合
101106437062,3室1厅,市委家属院北区,104.09,118,120,11337,14,2019.12.19,南北,精装,,中楼层(共7层),板楼
101106392246,2室1厅,三染家属院,71.32,68,75,9465,20,2019.12.19,南北,精装,,高楼层(共4层),暂无数据
101105843833,1室1厅,海璟蓝寓,48,56,57,11667,85,2019.12.19,西北,简装,,高楼层(共29层),塔楼
101106147414,2室2厅,翠堤湾,82.89,112,115,13512,50,2019.12.19,南,简装,,中楼层(共26层),暂无数据
101106473541,3室2厅,天朗大兴郡瀚苑,114,183,185,16009,10,2019.12.19,南北,精装,,高楼层(共26层),板塔结合
101106568066,3室1厅,天朗莱茵小城,114,148,155,12983,1,2019.12.19,东南,精装,,高楼层(共27层),塔楼
101106517747,1室1厅,宝枫佳苑,58.75,80,83,13618,3,2019.12.19,西南,精装,,中楼层(共29层),塔楼
101105551016,1室1厅,御锦城时代ICON,52.78,66,70,12505,118,2019.12.19,东,精装,,高楼层(共28层),塔楼
101105916818,3室1厅,梧桐年华,97.17,115,120,11784,75,2019.12.18,南,毛坯,,中楼层(共26层),板塔结合
101104961079,1室1厅,早安林莊,52.8,71,73,13447,186,2019.12.18,北,精装,,中楼层(共27层),板楼
101106245757,3室2厅,长庆湖滨花园一区,86.39,75,78,8659,38,2019.12.18,南北,毛坯,,高楼层(共6层),板楼
101104430769,1室1厅,美丽的院子,46,69,70,15000,258,2019.12.18,东,简装,,高楼层(共33层),塔楼
101102873283,3室2厅,金地湖城大境天第,175.77,425,460,24180,583,2019.12.18,南北,毛坯,,高楼层(共15层),板楼
101105832590,2室2厅,省交通学院住宅楼,62.79,55,55,8760,86,2019.12.18,北南,精装,,高楼层(共5层),暂无数据
101106464324,2室2厅,金地西沣公元,76,120,125,15790,11,2019.12.18,南,毛坯,,高楼层(共33层),板塔结合
101105772264,2室1厅,满堂悦MOMA,75,102,105,13600,92,2019.12.18,南,简装,,低楼层(共33层),板塔结合
101104069965,3室2厅,云锦大厦,140,151,170,10786,307,2019.12.18,南北,毛坯,,高楼层(共10层),板塔结合
101104991622,3室2厅,卡布奇诺国际社区,107,146,150,13645,182,2019.12.18,东南,简装,,高楼层(共34层),板塔结合
101104793015,2室2厅,御锦城原香,87.12,105,108,12053,208,2019.12.18,南,简装,,高楼层(共18层),板楼
101106261574,3室2厅,富力白鹭湾,103,125,132,12136,36,2019.12.18,南北,精装,,中楼层(共33层),板塔结合
101105159276,3室2厅,增源航都绿洲,138.55,180,190,12992,164,2019.12.18,南,毛坯,,高楼层(共28层),板塔结合
101106275842,2室2厅,世家星城1期,100.27,148,152,14711,34,2019.12.18,南北,精装,,中楼层(共7层),板楼
101104246914,1室1厅,假日国际公寓,49,54,57,10919,283,2019.12.18,南,精装,,中楼层(共15层),板塔结合
101105428322,2室2厅,外贸家属院(高新一路),92,200,208,21740,131,2019.12.18,南北,简装,,高楼层(共7层),板塔结合
101106033630,2室1厅,农行陕西省分行东关家属院,69.59,70,71,10059,62,2019.12.18,南北,简装,,低楼层(共7层),暂无数据
101106513483,2室2厅,长安信息家属院,63.38,63,65,9941,4,2019.12.18,南北,简装,,中楼层(共6层),暂无数据
101104574022,2室2厅,华府新桃园,86.58,119,122,13722,239,2019.12.18,东北,精装,,高楼层(共32层),塔楼
101106165174,2室2厅,万华园上观苑,88,122,124.6,13864,47,2019.12.18,东南,精装,,高楼层(共28层),板塔结合
101103763693,1室1厅,翠屏湾1期,57.08,71,74,12439,389,2019.12.18,北,简装,,高楼层(共18层),塔楼
101105219586,1室0厅,宏途星城,43.6,44,46,9943,157,2019.12.18,东,简装,,中楼层(共32层),塔楼
101106328131,1室1厅,御锦城理想树,41,55,56,13415,27,2019.12.18,北,精装,,低楼层(共34层),板塔结合
101105910034,2室1厅,花溪湾,90.63,125,128,13793,76,2019.12.18,东南,精装,,低楼层(共24层),板塔结合
101104841802,2室2厅,浐灞半岛A4区,78.82,102,107,12878,201,2019.12.18,南北,毛坯,,低楼层(共18层),板楼
101105915247,1室0厅,剑桥公寓,29.31,39,42,13307,75,2019.12.18,西,简装,,中楼层(共28层),板塔结合
101106279886,1室1厅,翡翠明珠,53.8,94,98.5,17473,33,2019.12.18,东北,精装,,中楼层(共30层),塔楼
101105572048,2室2厅,东尚小区1期,68,110,115,16177,115,2019.12.18,南,其他,,低楼层(共18层),塔楼
101106052694,3室2厅,金地翔悦天下,95,164,165,17222,59,2019.12.18,南北,精装,,高楼层(共34层),板塔结合
101106322988,2室2厅,幸福苑小区,80.9,69,72,8468,28,2019.12.18,西北,简装,,中楼层(共7层),板楼
101106313821,1室1厅,逸翠园二期i都会,36.71,52,55,14029,29,2019.12.18,南,精装,,高楼层(共26层),塔楼
101106467184,1室0厅,东尚蜂鸟,39.37,69,69,17476,10,2019.12.18,南,精装,,中楼层(共31层),塔楼
101106075917,3室2厅,长安中央广场,141.09,165,175,11695,58,2019.12.18,南北,精装,,低楼层(共18层),板塔结合
101104713505,2室2厅,紫薇臻品,93.87,141,145,15021,219,2019.12.18,南,精装,,中楼层(共27层),塔楼
101103877461,4室2厅,枫林绿洲,154.3,358,366,23202,363,2019.12.18,南北,精装,,高楼层(共17层),板塔结合
101106289965,3室2厅,御锦城理想树,102.16,151,155,14781,32,2019.12.18,南北,精装,,低楼层(共32层),板塔结合
101104417247,2室1厅,锦绣天下一期,95.07,114,116,11939,260,2019.12.18,南北,毛坯,,低楼层(共9层),板楼
101105747790,2室2厅,浐灞半岛A5区,95,115,118,12106,94,2019.12.18,西南,精装,,中楼层(共18层),板楼
101105818634,1室1厅,阳光台365,56,75,73,13350,87,2019.12.18,南,精装,,低楼层(共33层),板塔结合
101105495875,3室2厅,金地西沣公元,89,145,155,16293,123,2019.12.18,南北,毛坯,,中楼层(共34层),板塔结合
101105934729,2室1厅,秦川社区30街坊,80.44,82,85,10170,72,2019.12.18,南北,简装,,中楼层(共7层),板楼
101106050398,3室2厅,华城国际小区,118,148,152,12484,59,2019.12.18,南北,精装,,中楼层(共22层),塔楼
101104300473,3室2厅,天赐颐府,145.71,180,175,12354,275,2019.12.17,南北,毛坯,,高楼层(共33层),塔楼
101105957779,1室0厅,凯悦华庭,13.02,13,13.5,9985,69,2019.12.17,北,精装,,中楼层(共26层),塔楼
101103464783,3室2厅,辰宫双河湾,134.49,105,106,7808,439,2019.12.17,南北,毛坯,,高楼层(共32层),板塔结合
101106036406,2室1厅,大洋时代国际,69.97,88,95,12577,60,2019.12.17,西北,精装,,低楼层(共32层),塔楼
101106261289,2室2厅,五龙汤社区,67.39,65,68,9572,35,2019.12.17,东南北,简装,,中楼层(共5层),板塔结合
101105802737,2室2厅,悦美国际,87.46,128,128,14579,88,2019.12.17,南北,简装,,中楼层(共29层),板塔结合
101105700635,2室2厅,荣德棕榈阳光,74.6,117,118,15617,100,2019.12.17,南,精装,,低楼层(共32层),板塔结合
101104949339,2室0厅,天朗莱茵小城,48,51,53,10563,187,2019.12.17,东南,简装,,低楼层(共27层),塔楼
101105104754,2室2厅,曲江明珠,88,136,140,15398,169,2019.12.17,南,精装,,中楼层(共26层),板楼
101106429427,3室2厅,招商依云曲江,124.24,190,195,15293,14,2019.12.17,南北,精装,,高楼层(共32层),板塔结合
101105803644,2室1厅,金泰假日花城,91.92,142,145,15394,88,2019.12.17,西南,简装,,低楼层(共28层),板塔结合
101106340869,3室2厅,丽苑小区,118.05,127,132,10716,25,2019.12.17,西北,精装,,低楼层(共25层),塔楼
101105706404,3室2厅,金辉天鹅湾,99.96,166,168,16557,99,2019.12.17,南,精装,,中楼层(共28层),板塔结合
101106187780,1室2厅,上城小区,39.24,67,70,17075,44,2019.12.17,东,精装,,中楼层(共21层),塔楼
101105217681,2室1厅,东方罗马花园,32.97,65,68,19715,156,2019.12.17,南,精装,,中楼层(共10层),板塔结合
101106400871,2室1厅,西安日报社家属院(劳卫路),48.5,52,56,10722,17,2019.12.17,南,精装,,高楼层(共4层),板楼
101105350732,2室2厅,尚品美地城,83.29,134,136,16089,139,2019.12.17,南,毛坯,,中楼层(共33层),板塔结合
101105713683,3室1厅,复地优尚国际一期,82.98,130,134,15667,98,2019.12.17,南,精装,,中楼层(共27层),板塔结合
101106244132,1室0厅,领先时代广场,28.12,44,43,15470,37,2019.12.17,西,简装,,中楼层(共17层),塔楼
101106406092,2室1厅,天地源枫林意树,97,287,290,29537,16,2019.12.17,南,精装,,高楼层(共26层),板塔结合
101106501244,2室1厅,纺星一区,57,40,41,6930,4,2019.12.17,南,其他,,高楼层(共6层),板楼
101105111058,2室1厅,西北电力设计小区,71.55,74,76,10343,168,2019.12.17,南北,精装,,高楼层(共7层),板楼
101105899079,1室0厅,天朗蓝湖树,38,70,70,18290,76,2019.12.17,北,精装,,中楼层(共22层),板塔结合
101103504320,3室2厅,华宇凤凰城,104.6,113,122,10804,432,2019.12.17,南北,简装,,高楼层(共6层),板塔结合
101106282477,3室2厅,华洲城熙悦都,91.5,161,165,17541,32,2019.12.17,南北,精装,,低楼层(共34层),板楼
101105007869,2室2厅,丰盛园,84.07,79,82,9397,179,2019.12.17,南北,简装,,高楼层(共7层),板楼
101105185426,3室2厅,曼城国际,118,192,200,16272,159,2019.12.17,南,简装,,低楼层(共32层),塔楼
101105749913,1室1厅,东方罗马花园,39.57,49,52,12384,93,2019.12.17,北,精装,,高楼层(共27层),板塔结合
101105467226,3室2厅,仕嘉公寓A区（绿地世纪城）,145.77,323,335,22159,125,2019.12.17,南北,精装,,高楼层(共11层),板塔结合
101106219308,2室1厅,华宇陶苑居,58.08,55,55,9367,40,2019.12.17,南,精装,,高楼层(共26层),板塔结合
101104600183,3室2厅,都市春天,103.07,184,188,17833,233,2019.12.17,南北,精装,,高楼层(共34层),板塔结合
101105182961,3室2厅,紫薇田园都市A区,131.1,224,230,17087,160,2019.12.16,南北,精装,,低楼层(共12层),板楼
101106464281,2室1厅,景辰家园,67.8,70,70,10325,9,2019.12.16,东南,精装,,中楼层(共7层),板塔结合
101106292111,2室1厅,东方社区103街坊,40.63,39,43,9402,30,2019.12.16,南,简装,,中楼层(共5层),板楼
101104484067,2室2厅,海璟国际,100.63,107,110,10634,249,2019.12.16,东北,毛坯,,高楼层(共33层),板塔结合
101106051578,2室2厅,春晓馨苑,96,114,122,11823,58,2019.12.16,南,精装,,中楼层(共24层),塔楼
101105300321,3室2厅,曲江明珠,104.94,156,158,14866,145,2019.12.16,南北,精装,,中楼层(共18层),板楼
101105947439,2室2厅,智慧城,93.47,108,110,11475,70,2019.12.16,北南,精装,,中楼层(共7层),塔楼
101105526381,3室2厅,天都佳苑,98,111,120,11286,118,2019.12.16,南,精装,,高楼层(共31层),塔楼
101106159794,4室1厅,恒大名都,144,167,172,11563,46,2019.12.16,南北,精装,,高楼层(共32层),板塔结合
101105845087,3室2厅,万科幸福里,93.49,144,146.5,15393,82,2019.12.16,南,精装,,中楼层(共23层),板塔结合
101106382423,1室1厅,长安新花园,46,52,55,11305,19,2019.12.16,南,精装,,高楼层(共12层),板塔结合
101105855830,2室2厅,蔚蓝花城,87.36,119,121,13622,81,2019.12.16,南,简装,,高楼层(共24层),塔楼
101106189016,3室2厅,纺一路财苑小区,154.45,135,140,8741,43,2019.12.16,南北,精装,,低楼层(共6层),暂无数据
101106169911,2室1厅,卡布奇诺国际社区,65.41,94,96,14295,45,2019.12.16,北,精装,,中楼层(共34层),板塔结合
101106002605,4室2厅,绿地香树花城,160,240,248,15000,63,2019.12.16,南北,毛坯,,中楼层(共6层),板楼
101105754418,2室1厅,紫薇永和坊,105,181,187,17239,92,2019.12.16,南,毛坯,,低楼层(共32层),板塔结合
101105584859,1室0厅,华城泊郡,43.2,51,55,11806,111,2019.12.16,北,精装,,低楼层(共33层),板塔结合
101106386517,1室1厅,斯惟小区,42.85,50,53,11669,18,2019.12.16,北,简装,,中楼层(共16层),塔楼
101103612262,2室2厅,翠屏湾二期,49.03,89,96,18153,414,2019.12.16,南,精装,,中楼层(共20层),板楼
101103589908,6室4厅,振业泊墅,295,950,1000,32204,418,2019.12.16,南北,精装,,低楼层(共3层),板塔结合
101106017748,2室2厅,电力新坊西院,87.1,64,67,7348,61,2019.12.16,南北,简装,,高楼层(共6层),塔楼
101105212329,1室0厅,曲江华著中城,24.54,61,65,24858,156,2019.12.16,南,精装,,中楼层(共35层),塔楼
101104782884,2室2厅,天地源枫林意树,102,290,295,28432,207,2019.12.16,南北,简装,,低楼层(共25层),板塔结合
101105573481,2室2厅,大洋时代国际,70.76,90,93,12720,113,2019.12.16,西北,简装,,高楼层(共32层),塔楼
101106299536,3室2厅,华清学府城,93.72,140,148,14939,29,2019.12.16,北南,简装,,低楼层(共32层),板楼
101106285199,2室1厅,曲江华著中城,54,94,101,17371,30,2019.12.16,北,精装,,中楼层(共35层),塔楼
101106480819,2室1厅,领地国际,73.27,98,102,13376,6,2019.12.16,南,精装,,低楼层(共26层),板塔结合
101106012866,2室1厅,纺星一区,56,39,42,6965,61,2019.12.16,南北,简装,,高楼层(共6层),板楼
101105772879,2室2厅,融侨馨苑,86.49,141,148,16245,89,2019.12.16,北东,精装,,高楼层(共33层),塔楼
101106456714,4室2厅,五湖名邸西区,122.59,168,173,13705,9,2019.12.16,北南,精装,,低楼层(共33层),板塔结合
101104548290,1室1厅,莱安逸境,49.73,70,70,13996,240,2019.12.16,北,精装,,低楼层(共32层),塔楼
101105804647,1室1厅,博雅苑小区,47.2,45,47,9428,86,2019.12.16,南,简装,,中楼层(共6层),板塔结合
