成交记录ID,户型,小区名称,建筑面积,成交价,挂牌价,单价,成交周期,成交日期,朝向,装修,电梯,楼层,建筑类型
101106263401,2室2厅,曲江澜山,87,114,116,13104,52,2020.01.03,西南,简装,,中楼层(共32层),塔楼
101105859055,3室2厅,紫薇曲江意境,125.66,207,225,16474,99,2020.01.03,南,精装,,中楼层(共32层),板塔结合
101105612955,2室1厅,龙御花园,67.41,62,70,9198,127,2020.01.03,南北,简装,,高楼层(共7层),板楼
101104678686,1室0厅,九座花园,118.07,120,130,10164,240,2020.01.03,南,精装,,中楼层(共30层),板塔结合
101106004942,4室2厅,竹园阳光嘉苑,143,185,188,12938,81,2020.01.03,南北,精装,,高楼层(共33层),板塔结合
101106416151,3室1厅,华洲城天峰,75.82,139,141,18267,33,2020.01.03,南,精装,,低楼层(共30层),板塔结合
101106370611,2室2厅,纺建路8号,74,62,64.5,8379,39,2020.01.03,南北,简装,,中楼层(共6层),板楼
101105971439,3室2厅,天朗大兴郡蔚蓝悦城,121.09,167,172,13792,85,2020.01.03,南北,简装,,高楼层(共33层),板楼
101106620787,2室2厅,瑞景华庭,88.5,94,95,10565,10,2020.01.03,东南,精装,,低楼层(共34层),板塔结合
101106669929,2室1厅,凤栖福泽苑,67.8,70,75,10325,2,2020.01.03,南北,其他,,中楼层(共6层),板楼
101104681627,3室2厅,浐灞半岛A4区,140.14,204,208,14522,239,2020.01.03,南北,毛坯,,低楼层(共6层),板楼
101105390292,2室2厅,翠屏湾二期,49.03,82,84,16725,152,2020.01.03,南,毛坯,,中楼层(共20层),板楼
101106210311,2室2厅,御锦城V青年,74.06,107,110,14448,58,2020.01.03,东南,精装,,中楼层(共28层),板塔结合
101106574703,3室2厅,北城新天地,115,80,80,6957,16,2020.01.03,南,毛坯,,低楼层(共34层),板塔结合
101104544429,2室1厅,蔚蓝印象,63.11,86,86,13548,259,2020.01.03,北,精装,,低楼层(共28层),板塔结合
101104974494,1室1厅,简爱十六楼,60.29,53,61,8791,200,2020.01.03,南,简装,,低楼层(共16层),板楼
101105860091,2室2厅,彩云郡,89.86,108,111,12019,99,2020.01.03,西南,简装,,中楼层(共28层),板塔结合
101106659593,2室2厅,中铁缤纷南郡,85.98,156,162,18144,4,2020.01.03,南北,精装,,中楼层(共33层),板塔结合
101106403675,3室2厅,挚信樱花园,131.83,130,131,9862,34,2020.01.03,南北,简装,,高楼层(共17层),板塔结合
101104743304,2室1厅,天朗御湖,90.27,132,135,14623,231,2020.01.03,南,毛坯,,高楼层(共32层),板塔结合
101106499831,2室1厅,青门小区西区,55,54,54,9691,21,2020.01.03,南,精装,,中楼层(共6层),板塔结合
101106187294,2室1厅,北坊巷副4号,69.2,59,59,8498,61,2020.01.03,南北,精装,,低楼层(共1层),暂无数据
101105697754,3室2厅,大华曲江公园世家三期,112,185,187,16518,117,2020.01.03,南北,简装,,中楼层(共32层),板塔结合
101106416272,1室0厅,满堂悦MOMA,49.36,70,73,14182,33,2020.01.03,西,精装,,低楼层(共31层),塔楼
101106214109,2室2厅,金泰假日花城,77.06,133,136,17234,57,2020.01.03,南,精装,,低楼层(共26层),板塔结合
101106095965,3室1厅,城市风景夏日景色一期,132.53,233,240,17559,71,2020.01.03,南北,精装,,低楼层(共32层),塔楼
101104672435,2室2厅,水岸东方3期,100.08,136,140,13590,240,2020.01.03,南北,毛坯,,低楼层(共18层),板楼
101106159614,2室2厅,锦园曲江龙邸,89.08,145,155,16278,64,2020.01.03,南,精装,,高楼层(共33层),板塔结合
101106326280,1室1厅,华旗东郡,44.54,48,52,10777,43,2020.01.03,北,精装,,高楼层(共26层),塔楼
101106600466,2室2厅,金地褐石公馆,77.52,120,125,15480,12,2020.01.03,南,精装,,低楼层(共34层),板楼
101106166591,3室1厅,融侨馨苑,85.43,183,190,21422,63,2020.01.03,东南,精装,,高楼层(共24层),板塔结合
101103177978,2室1厅,天正幸福里,63.18,82,84,12979,513,2020.01.03,北,精装,,高楼层(共26层),塔楼
101106575316,3室2厅,水岸花城,96.87,77,79,7949,16,2020.01.03,东南,毛坯,,中楼层(共34层),板楼
101106304137,2室2厅,智慧谷,86.4,129,130,14931,46,2020.01.03,南北,精装,,中楼层(共27层),板塔结合
101105906603,2室2厅,御锦城鹭湾,86.82,123,125,14168,92,2020.01.03,南,精装,,高楼层(共31层),板塔结合
101106482251,3室1厅,浐灞1号,89.7,141,143,15720,23,2020.01.03,东南,精装,,低楼层(共30层),板塔结合
101104983322,1室0厅,海璟蓝寓,47.67,52,51.8,10825,199,2020.01.03,北,精装,,低楼层(共29层),塔楼
101103313475,4室2厅,长庆恒立苑住宅小区,163.24,126,128,7719,480,2020.01.03,东南北,精装,,中楼层(共24层),板塔结合
101106562253,1室1厅,华城万象,52,81,83,15539,17,2020.01.03,北,精装,,中楼层(共26层),板塔结合
101106490199,1室1厅,凤城明珠,54.88,59,60,10751,22,2020.01.03,北,精装,,中楼层(共33层),板塔结合
101106641156,2室1厅,华陆经九路小区,59,75,80,12712,6,2020.01.03,南,简装,,低楼层(共6层),暂无数据
101104810277,3室2厅,金泰假日花城,127.74,223,235,17458,221,2020.01.03,南北,精装,,中楼层(共28层),板塔结合
101105800894,2室1厅,龙腾华府,80.11,108,105,13482,104,2020.01.03,南西南,毛坯,,中楼层(共33层),板塔结合
101105875375,2室2厅,新兴骏景园2期,92,109,110,11794,96,2020.01.02,西南,简装,,高楼层(共27层),塔楼
101106243127,2室1厅,东新村小区,55.06,54,53.5,9717,54,2020.01.02,南,精装,,低楼层(共3层),暂无数据
101106594420,2室2厅,荣城,98.75,178,183,18026,13,2020.01.02,南北,精装,,低楼层(共27层),板塔结合
101105374644,3室2厅,东方罗马花园,51.8,93,96,17954,153,2020.01.02,南北,精装,,高楼层(共16层),板塔结合
101105898698,2室1厅,西宝花园,87.62,105,109,11984,93,2020.01.02,东南,简装,,中楼层(共27层),塔楼
101105166883,2室1厅,长安易居,90,90,98,10000,178,2020.01.02,南北,精装,,高楼层(共6层),板楼
101105753442,1室0厅,东安叁城,39.39,49,50,12440,109,2020.01.02,南,精装,,低楼层(共18层),板塔结合
101104781934,2室2厅,龙城铭园一期,94.02,138,142,14678,225,2020.01.02,南,精装,,高楼层(共26层),板塔结合
101104663021,2室1厅,东方罗马花园,42.92,80,80.6,18640,241,2020.01.02,南北,精装,,高楼层(共16层),板塔结合
101105470993,2室2厅,西安航天城A区,75.8,123,119,16227,141,2020.01.02,南,精装,,中楼层(共33层),板塔结合
101106207092,3室1厅,万科城二期,89,193,200,21686,58,2020.01.02,南北,精装,,低楼层(共34层),板楼
101106247280,3室2厅,海亮新英里,91.25,138,146,15124,53,2020.01.02,南北,精装,,高楼层(共33层),板塔结合
101106185181,2室1厅,东方罗马花园,55,73,74.5,13273,60,2020.01.02,南,精装,,中楼层(共27层),板塔结合
101106424685,3室2厅,天朗御湖,102,160,163,15638,31,2020.01.02,西南,简装,,中楼层(共33层),板塔结合
101106612518,1室1厅,悦明园,47,56,55.5,11809,10,2020.01.02,西,其他,,低楼层(共12层),板塔结合
101105645799,3室2厅,挚信樱花园,131.37,125,135,9516,122,2020.01.02,南北,毛坯,,高楼层(共17层),板塔结合
101105993624,3室2厅,南坊巷小区,86.55,80,80,9244,81,2020.01.02,南西南,精装,,高楼层(共6层),板楼
101105640572,2室1厅,中天雅苑,81.19,114,115,13992,122,2020.01.02,东南,精装,,中楼层(共28层),板塔结合
101106498753,4室2厅,交通银行家属院,154.32,175,185,11341,21,2020.01.02,南北,精装,,低楼层(共18层),暂无数据
101105850537,2室2厅,客车厂家属楼,77.09,64,64,8302,98,2020.01.02,南北,简装,,高楼层(共5层),板楼
101106025307,1室0厅,逸翠园二期i都会,44.08,75,75,17015,77,2020.01.02,南,简装,,高楼层(共26层),塔楼
101106322761,2室2厅,摩登小镇,81.15,91,95,11153,43,2020.01.02,南北,精装,,中楼层(共9层),板楼
101106646730,2室2厅,太奥广场,71.55,100,108,13977,4,2020.01.02,东东南,简装,,低楼层(共33层),板塔结合
101106089425,2室2厅,龙湖枫香庭,80.65,136,143,16863,71,2020.01.02,南,精装,,中楼层(共29层),板塔结合
101106520458,2室1厅,白庙小区,51.87,50,53,9582,17,2020.01.02,南,简装,,中楼层(共7层),板楼
101105669901,2室1厅,东方罗马花园,43.13,81,83,18781,119,2020.01.02,北南,精装,,高楼层(共16层),板塔结合
101105956788,2室1厅,东方罗马花园,43.76,82,83.8,18739,85,2020.01.02,南北,精装,,中楼层(共10层),板塔结合
101105479671,1室1厅,东方星苑,58,69,70,11897,140,2020.01.02,西,简装,,中楼层(共30层),板塔结合
101105508043,2室1厅,兴工西路散排,63.6,64,66,10063,137,2020.01.02,南,精装,,中楼层(共7层),板楼
101106409940,3室2厅,罗马嘉园,74.5,132,137,17719,32,2020.01.02,南,其他,,高楼层(共18层),板塔结合
101106664549,1室1厅,高科新花园,32.92,115,117,34934,1,2020.01.02,北,其他,,高楼层(共30层),板塔结合
101106501322,2室2厅,天朗大兴郡,73.64,98,100,13308,20,2020.01.02,南北,精装,,低楼层(共27层),板塔结合
101106577626,1室2厅,长安易居,61.99,74,76,11857,14,2020.01.02,东北,简装,,中楼层(共11层),板塔结合
101105358380,3室2厅,天朗蓝湖树,145.77,256,258,17562,154,2020.01.02,南北,精装,,低楼层(共17层),板楼
101105625238,2室2厅,恒大绿洲,92.6,136,132,14612,123,2020.01.02,南,精装,,高楼层(共33层),板塔结合
101106075151,2室1厅,紫落澜庭,83.72,110,118,13116,72,2020.01.02,东,简装,,高楼层(共33层),塔楼
101105692507,2室2厅,融侨馨苑,97,160,163,16495,116,2020.01.02,南北,精装,,中楼层(共12层),板楼
101105994436,2室2厅,华宇凤凰城,89.25,105,109,11765,81,2020.01.01,南,精装,,低楼层(共26层),板塔结合
101104130285,2室2厅,美寓华庭（一二期）,96.71,120,123,12357,312,2020.01.01,南,精装,,高楼层(共26层),板楼
101105238959,1室1厅,黄金嘉园,54.74,69,73,12606,169,2020.01.01,西,精装,,高楼层(共32层),塔楼
101105851125,1室0厅,御笔华府,40,52,54,12875,98,2020.01.01,北,精装,,中楼层(共33层),塔楼
101106574647,3室2厅,北城新天地,59.79,63,65,10537,14,2020.01.01,南,精装,,高楼层(共16层),板塔结合
101106338344,2室1厅,华远锦悦,83.54,135,140,16160,40,2020.01.01,南,精装,,高楼层(共33层),板塔结合
101105141448,3室2厅,融发心园,128.89,146,155,11328,180,2020.01.01,南北,精装,,低楼层(共6层),板楼
101106581239,4室2厅,龙记观澜国际,140.25,252,270,17968,14,2020.01.01,南北,精装,,低楼层(共33层),板塔结合
101105080529,2室2厅,利君明天,77.43,106,110,13690,186,2020.01.01,东北,简装,,低楼层(共26层),板塔结合
101105621516,1室0厅,嘉天SMART,33.05,56,58.5,16945,124,2020.01.01,北,精装,,高楼层(共32层),塔楼
101104594226,3室2厅,暖山西安,141.75,149,156,10512,250,2020.01.01,南北,毛坯,,高楼层(共18层),板楼
101104664046,2室1厅,美都香域,90.8,105,105,11564,240,2020.01.01,南,简装,,高楼层(共18层),板楼
101106230602,3室2厅,省直机关丰园小区,99.67,114,117,11388,54,2020.01.01,西南,精装,,中楼层(共32层),板塔结合
101106618707,1室0厅,天朗蓝湖树,37.63,68,70,18071,8,2020.01.01,北,精装,,低楼层(共22层),板塔结合
101106394977,2室2厅,卡布奇诺国际社区,85,120,121,14118,34,2020.01.01,南,精装,,高楼层(共33层),板塔结合
101106657041,2室2厅,新东尚,86.43,98,102,11281,2,2020.01.01,西,其他,,高楼层(共33层),塔楼
101103480130,1室1厅,华远君城,59.14,86,88.5,14542,451,2020.01.01,东,简装,,高楼层(共32层),塔楼
101106504906,2室2厅,华远君城,84.45,110,112,12967,19,2020.01.01,东北,精装,,低楼层(共32层),塔楼
101104885202,3室2厅,枫叶新新家园,153.96,465,479,30203,210,2020.01.01,南北,精装,,高楼层(共10层),板楼
101105082885,1室0厅,林隐天下四期,32.7,40,42,12233,185,2020.01.01,北,精装,,高楼层(共30层),板塔结合
101106403839,1室1厅,世纪花园,47.74,64,65,13406,32,2020.01.01,北,精装,,中楼层(共18层),板塔结合
101104334884,3室2厅,东方罗马花园,55.19,92,93.5,16670,285,2020.01.01,南,精装,,中楼层(共16层),板塔结合
101105061486,1室1厅,雅荷度假山庄,30.33,21,23,6759,188,2020.01.01,南,简装,,高楼层(共5层),板楼
101106430535,1室1厅,魏玛公馆,48.41,75,76,15452,29,2020.01.01,东北,简装,,低楼层(共24层),板塔结合
101105866416,3室2厅,保利心语花园,103,142,145,13787,96,2020.01.01,西南,毛坯,,高楼层(共34层),板塔结合
101106662511,2室1厅,天朗蓝湖树,83.2,142,150,17068,1,2020.01.01,南北,其他,,低楼层(共22层),板塔结合
101106592256,2室2厅,华远君城,63.89,99,102,15496,12,2020.01.01,西北,简装,,高楼层(共32层),板楼
101105113861,2室2厅,水岸东方3期,89.34,104,108,11641,183,2020.01.01,南,精装,,中楼层(共18层),板楼
101104991457,3室2厅,农行小区（航天西路）,135,100,115,7408,196,2020.01.01,南北,精装,,高楼层(共6层),板楼
101106210849,2室2厅,凯森福景美地,91.07,99,103,10871,56,2020.01.01,南北,精装,,中楼层(共30层),塔楼
101105542736,2室1厅,上城小区,38.22,67,68,17531,132,2020.01.01,东,精装,,低楼层(共21层),塔楼
101105061450,2室1厅,省人大尚朴路23号住宅区,62.11,65,69,10466,187,2020.01.01,南北,精装,,高楼层(共6层),板楼
101106165898,2室1厅,电力新坊西院,60.27,45,46,7467,61,2020.01.01,南北,简装,,中楼层(共6层),板楼
101104595050,2室2厅,龙湖紫都城,80,135,145,16875,249,2020.01.01,东,精装,,中楼层(共25层),板塔结合
101106468113,2室1厅,融侨馨苑,56.94,126,130,22094,23,2020.01.01,西北,精装,,低楼层(共33层),板塔结合
101104843615,2室2厅,仕嘉公寓A区（绿地世纪城）,85.76,187,192,21806,215,2019.12.31,南,精装,,高楼层(共26层),板塔结合
101105047774,1室0厅,中国铁建瑞园,46.62,71,76,15230,188,2019.12.31,北,精装,,高楼层(共23层),板塔结合
101106575007,3室2厅,水榭花都,57.55,47,49,8150,13,2019.12.31,东南,其他,,中楼层(共15层),板楼
101106631582,3室1厅,西五路109号院,70.7,146,148,20623,5,2019.12.31,南北,其他,,中楼层(共5层),板楼
101105272642,2室2厅,城市风景夏日景色一期,92,228,230,24783,164,2019.12.31,南北,精装,,低楼层(共32层),塔楼
101106520642,3室2厅,三迪枫丹,100.82,146,150,14482,16,2019.12.31,南北,精装,,低楼层(共33层),板塔结合
101106367014,2室1厅,裕昌太阳城,90.89,123,131,13533,36,2019.12.31,南,精装,,高楼层(共32层),板塔结合
101106662719,3室1厅,荣禾城市理想,89.04,160,162,17970,1,2019.12.31,南,其他,,中楼层(共27层),板楼
101104352829,2室2厅,白桦林间,99.95,178,180,17809,282,2019.12.31,西南,简装,,高楼层(共33层),板塔结合
101105864042,3室2厅,九鼎城,138.64,229,225,16518,95,2019.12.31,南北,毛坯,,中楼层(共31层),板楼
101105482307,3室2厅,汇通太古城·青都新界,123.35,168,175,13620,138,2019.12.31,南北,简装,,中楼层(共28层),板塔结合
101106500367,2室1厅,市政小区(雁塔),49.2,38,40,7724,19,2019.12.31,南,简装,,低楼层(共6层),暂无数据
101106376123,3室2厅,仕嘉公寓A区（绿地世纪城）,83.01,201,202,24214,35,2019.12.31,南北,精装,,低楼层(共32层),板塔结合
101106492132,3室2厅,万科金色悦城,97,142,145,14627,20,2019.12.31,南北,精装,,低楼层(共33层),板塔结合
101106302134,5室2厅,天地源枫林意树,194,512,550,26392,44,2019.12.31,南北,精装,,中楼层(共22层),板塔结合
101106181446,2室1厅,万科金色悦城,73.92,106,106,14340,59,2019.12.31,西南,精装,,高楼层(共33层),板塔结合
101106633884,2室1厅,玉秦苑,84.68,90,90,10629,5,2019.12.31,南北,其他,,中楼层(共7层),暂无数据
101105076741,3室2厅,浪琴湾,94.47,122,125,12915,185,2019.12.31,南北,精装,,中楼层(共11层),板塔结合
101105864481,1室1厅,易道郡玫瑰公馆一期,51,72,74,14118,95,2019.12.31,西,精装,,高楼层(共31层),塔楼
101106223398,1室1厅,双威理想城,52.01,66,66,12556,54,2019.12.31,东西,简装,,低楼层(共31层),板塔结合
101103902186,3室2厅,融侨城,126.73,240,255,18938,371,2019.12.31,南北,毛坯,,中楼层(共33层),板楼
101106593636,2室1厅,爱尚泾渭,46.4,31,31,6682,11,2019.12.31,北,其他,,中楼层(共16层),板塔结合
101106353613,3室2厅,雅苑东方,109.73,129,133,11711,38,2019.12.31,南,简装,,中楼层(共32层),板塔结合
101104977696,3室2厅,枫韵蓝湾,115,163,167,14174,197,2019.12.31,南北,简装,,高楼层(共18层),板塔结合
101105183033,3室2厅,万达天樾,148.25,310,315,20911,174,2019.12.31,南北,毛坯,,高楼层(共32层),板楼
101105859707,1室1厅,东方米兰,53.09,68,70,12809,96,2019.12.31,西北,精装,,中楼层(共27层),塔楼
101106464392,2室1厅,融尚中央住区,75.14,132,140,17568,23,2019.12.31,东,简装,,低楼层(共34层),塔楼
101106646415,3室1厅,西航花园,108,72,75,6602,2,2019.12.31,南,简装,,中楼层(共6层),板楼
101106259656,2室2厅,新华印刷厂家属院,75.96,85,90,11191,49,2019.12.31,南北,精装,,中楼层(共6层),暂无数据
101106388234,3室2厅,腾业南院,126.21,225,235,17828,33,2019.12.31,南北,精装,,高楼层(共27层),板楼
101106122386,2室1厅,东尚小区1期,69,121,135,17464,65,2019.12.31,南北,精装,,中楼层(共28层),板塔结合
101103925710,2室2厅,盛龙广场太白苑,82,100,105,12196,364,2019.12.31,西,精装,,中楼层(共28层),板塔结合
101104254691,1室0厅,莱安逸珲,32.01,58,58,17995,294,2019.12.31,东,精装,,低楼层(共20层),塔楼
101105248607,2室2厅,明苑花园,125,130,135,10400,165,2019.12.30,南北,其他,,高楼层(共6层),板楼
101106638274,1室1厅,恒大御景,51.55,71,75,13774,3,2019.12.30,东南,其他,,中楼层(共33层),板塔结合
101104694735,3室2厅,万科高新华府,91.83,155,160,16880,234,2019.12.30,西北,精装,,中楼层(共33层),板塔结合
101103511394,2室2厅,都市印象,91.09,229,230,25140,444,2019.12.30,南西北,简装,,低楼层(共31层),塔楼
101103555614,1室1厅,恒大御景,51.76,78,80,15070,438,2019.12.30,南,精装,,中楼层(共15层),板塔结合
101105464066,2室2厅,高新逸品,87.41,129,138,14736,139,2019.12.30,南,精装,,低楼层(共27层),板塔结合
101106483184,4室2厅,英皇之都,157.31,210,225,13350,20,2019.12.30,南,简装,,中楼层(共33层),板塔结合
101104078559,2室2厅,鼎新公寓,92,102,103,11087,317,2019.12.30,南,精装,,高楼层(共24层),板塔结合
101106230050,3室2厅,兰乔国际城,89.98,136,139,15115,52,2019.12.30,西南,精装,,高楼层(共27层),板塔结合
101105959184,2室2厅,公园天下,107,209,228,19533,82,2019.12.30,南,精装,,低楼层(共26层),板楼
101106602426,2室2厅,浐灞半岛A5区,100.06,119,119,11843,9,2019.12.30,南,精装,,低楼层(共11层),板楼
101106484402,2室1厅,林邑,74,92,97,12433,20,2019.12.30,西北,毛坯,,低楼层(共34层),板塔结合
101104919151,2室1厅,中铁缤纷南郡,91.4,148,165,16193,204,2019.12.30,南,精装,,低楼层(共33层),板塔结合
101105819435,2室2厅,锦绣天下三期,78.16,108,109.9,13754,99,2019.12.30,南,精装,,中楼层(共18层),板塔结合
101105945854,2室2厅,兰乔国际城,72,93,98,12848,83,2019.12.30,南,简装,,低楼层(共27层),板塔结合
101106567381,2室1厅,陕西省友谊医院东住宅小区,69,59,66,8551,13,2019.12.30,东,简装,,高楼层(共7层),板塔结合
101106370722,2室1厅,莲湖公安分局第二家属院,58.3,48,48,8148,34,2019.12.30,南北,简装,,高楼层(共6层),板塔结合
101105409709,2室2厅,鼎新公寓,101.11,112,115,11078,145,2019.12.30,南,精装,,高楼层(共24层),板塔结合
101104638204,2室2厅,送变电社区家属院,78.49,95,96,12104,241,2019.12.30,南北,简装,,中楼层(共6层),暂无数据
101102972162,2室2厅,华豪丽晶,88.94,138,140,15494,567,2019.12.30,东南,精装,,低楼层(共33层),板塔结合
101106578123,3室2厅,万国花园,100.19,100,102,9982,12,2019.12.30,北南,简装,,低楼层(共7层),板楼
101103925665,1室0厅,太白星座,42,65,65,15477,363,2019.12.30,南,简装,,高楼层(共32层),塔楼
101104806806,2室2厅,裕昌太阳城,96.14,135,138,14043,218,2019.12.30,南北,精装,,低楼层(共32层),板塔结合
101105591328,1室0厅,中国铁建瑞园,43.5,66,69,15173,125,2019.12.30,北,精装,,中楼层(共23层),板塔结合
101104754612,2室2厅,都市印象,102.51,223,230,21754,225,2019.12.30,北,简装,,低楼层(共31层),塔楼
101106635552,1室0厅,易和蓝钻,53.29,58,58,10884,3,2019.12.30,北,其他,,低楼层(共32层),板塔结合
101106156168,2室2厅,浐灞半岛A6区,79.98,105,107,13079,60,2019.12.30,南,精装,,高楼层(共11层),板塔结合
101103269427,3室2厅,中国铁建国际城,104.65,165,178,15767,486,2019.12.30,南,简装,,高楼层(共33层),板塔结合
101106600697,1室1厅,浐灞半岛A15区,73,83,88,11370,9,2019.12.30,北,其他,,高楼层(共32层),板塔结合
101105387703,3室2厅,龙湖香醍国际社区,143.49,275,295,19166,148,2019.12.30,南北,精装,,高楼层(共10层),板楼
101106209332,1室1厅,上东大道,51,67,69,13138,54,2019.12.30,北,精装,,中楼层(共33层),板塔结合
101106634741,2室1厅,白鹭湾小区西区,57.01,49,50,8525,3,2019.12.30,南北,简装,,中楼层(共7层),塔楼
101106438676,2室1厅,恒大翡翠华庭,84.83,124,126,14618,25,2019.12.30,东南,其他,,中楼层(共33层),板塔结合
101105178156,2室2厅,雅荷智能家园,86.24,96,99,11132,174,2019.12.30,东南,简装,,高楼层(共20层),板楼
101105264863,1室1厅,首创国际城,49.65,82,83,16436,163,2019.12.30,西,精装,,中楼层(共34层),板塔结合
101106361059,2室1厅,含光静里,58.5,68,69.9,11624,36,2019.12.30,东北,精装,,高楼层(共27层),板塔结合
101106459315,2室2厅,香榭丽都小区,87.72,108,110,12312,23,2019.12.30,南,简装,,高楼层(共27层),塔楼
101106095360,2室1厅,绿地国际花都,86,129,133,14977,67,2019.12.30,南,精装,,高楼层(共29层),板楼
101105800306,2室2厅,台北湾,89.87,102,104,11350,101,2019.12.30,南西,毛坯,,高楼层(共33层),板塔结合
101106471965,2室2厅,建筑小学家属院,107.03,95,104,8877,21,2019.12.30,南北,精装,,中楼层(共6层),暂无数据
101104884383,2室2厅,创新商务公寓,95.27,73,77,7663,207,2019.12.30,北,简装,,高楼层(共20层),板塔结合
101103970009,2室1厅,中海城,75.11,132,135,17575,353,2019.12.30,东南,精装,,低楼层(共24层),塔楼
101106058591,1室1厅,御锦城V青年,47.97,73,75,15177,71,2019.12.30,北,精装,,高楼层(共30层),板塔结合
101104263785,2室2厅,红枫林,84.56,142,146,16793,292,2019.12.29,南,精装,,高楼层(共32层),板楼
101106030007,1室1厅,西雅图翡翠城,55.31,76,78,13651,73,2019.12.29,北,精装,,高楼层(共26层),塔楼
101106188200,2室1厅,莱安逸境,60.13,104,112,17296,56,2019.12.29,西北,精装,,高楼层(共30层),塔楼
101105280247,1室1厅,群星汇,56,79,81,13983,161,2019.12.29,东,精装,,低楼层(共33层),板塔结合
101106193294,2室1厅,汉城路小区,66.66,58,60,8701,56,2019.12.29,东西,简装,,高楼层(共7层),塔楼
101105848800,2室1厅,九形道,65.7,93,95,14156,95,2019.12.29,东,精装,,中楼层(共32层),塔楼
101103321818,3室2厅,红枫林,177.38,470,500,26497,474,2019.12.29,南北,毛坯,,高楼层(共7层),板楼
101106216670,3室2厅,枫叶高层小区,112.47,233,241,20673,53,2019.12.29,南西,简装,,高楼层(共20层),塔楼
101106235224,1室1厅,东方罗马花园,36.19,48,46,13264,50,2019.12.29,南北,精装,,低楼层(共27层),板塔结合
101105667732,2室2厅,苏格兰风笛,93.98,100,105,10641,115,2019.12.29,南,精装,,中楼层(共26层),塔楼
101105337402,3室1厅,大信小区,100,70,70,6950,153,2019.12.29,南北,简装,,低楼层(共7层),板楼
101104497749,3室2厅,桐芳巷社区,111,134,139,12073,260,2019.12.29,南北,精装,,中楼层(共5层),板楼
101106623995,3室2厅,中海凯旋门,107.5,203,206,18838,4,2019.12.29,南北,精装,,低楼层(共21层),板塔结合
101104394700,2室1厅,铁设院小区,76.6,85,88,11032,274,2019.12.29,南北,简装,,中楼层(共8层),板楼
101105618202,3室2厅,糖坊街,101.23,88,94,8694,120,2019.12.29,南北,简装,,高楼层(共8层),板楼
101103921998,3室2厅,仕嘉公寓A区（绿地世纪城）,132.64,274,285,20658,363,2019.12.29,南北,精装,,中楼层(共26层),板塔结合
101105483245,3室2厅,恒大御景,137.5,194,195,14062,135,2019.12.29,南北,精装,,中楼层(共33层),板塔结合
101105661413,1室1厅,高科尚都,64.56,123,125,18975,116,2019.12.29,北,精装,,高楼层(共33层),板塔结合
101106517694,2室1厅,金泰社区,65,69,71,10585,14,2019.12.29,南,简装,,中楼层(共7层),板楼
101104388733,3室2厅,翡翠明珠,123,189,205,15326,275,2019.12.29,南北,精装,,低楼层(共30层),板塔结合
101106226075,2室1厅,广天国际公寓,44.5,59,63,13259,51,2019.12.29,东,精装,,中楼层(共20层),板塔结合
101106620108,1室1厅,枫林绿洲,45.95,140,142,30468,4,2019.12.29,西,简装,,高楼层(共28层),塔楼
101106632998,1室1厅,爱尚泾渭,26,25,25,9424,2,2019.12.29,南,其他,,中楼层(共16层),板塔结合
101106237499,3室2厅,台北湾,116.21,133,135,11445,50,2019.12.29,南,精装,,中楼层(共33层),板塔结合
101106184595,2室2厅,香克林小镇,91.99,127,130,13752,56,2019.12.29,西南,精装,,中楼层(共31层),板塔结合
101106312106,3室2厅,华远枫悦,91.41,136,140,14857,40,2019.12.29,南,精装,,高楼层(共34层),板塔结合
101106047669,2室2厅,京都苑,109,100,112,9175,71,2019.12.29,东南,精装,,高楼层(共14层),板塔结合
101106317508,3室1厅,金地西沣公元,90,150,153,16667,39,2019.12.29,南北,毛坯,,中楼层(共34层),板塔结合
101106605249,3室2厅,锦园曲江龙邸,141,241,269,17093,7,2019.12.29,南北,其他,,低楼层(共33层),板塔结合
101104214862,1室1厅,东方罗马花园,37.5,48,50,12667,297,2019.12.29,北,精装,,低楼层(共27层),板塔结合
101103248943,3室2厅,翠屏湾1期,142.6,158,160,11045,490,2019.12.29,南北,精装,,中楼层(共6层),板楼
101105979964,1室1厅,冠昌金域湾畔,56.15,78,78,13856,78,2019.12.28,南,精装,,高楼层(共26层),板塔结合
101106203382,2室2厅,东尚观湖,92.53,110,115,11889,53,2019.12.28,南北,简装,,高楼层(共28层),板塔结合
101104992260,1室0厅,紫旭花园,54,51,55,9445,192,2019.12.28,东,简装,,中楼层(共18层),塔楼
101106254610,2室2厅,曲江品筑,83.4,119,126,14269,47,2019.12.28,西北,简装,,中楼层(共33层),塔楼
101104288491,2室1厅,东方罗马花园,32.7,62,62.8,18777,287,2019.12.28,北,精装,,低楼层(共10层),板塔结合
101105684707,3室2厅,山水岭秀,116.92,174,175,14865,113,2019.12.28,南北,精装,,高楼层(共30层),板楼
101104806129,1室1厅,名流水晶宫,49.24,53,55,10764,217,2019.12.28,西,简装,,中楼层(共25层),塔楼
101105408809,3室2厅,中海城,105,195,203,18572,144,2019.12.28,南北,精装,,中楼层(共33层),板塔结合
101105862010,3室2厅,紫薇田园都市K区,132.84,210,218,15809,93,2019.12.28,南,简装,,中楼层(共20层),板楼
101105425084,1室1厅,福安花园,48.49,51,53,10436,142,2019.12.28,南,精装,,中楼层(共7层),板塔结合
101105729484,2室2厅,天朗莱茵小城,88.27,115,118,12983,107,2019.12.28,西南,精装,,中楼层(共27层),塔楼
